PLA_CODE;SMP_DB_REAL;SMP_DE_REAL;SMP_D_ANALYSIS;POL_CODE;MEA_CODE;MEA_PHYSICAL_UNIT;MEA_VALUE;MEA_F_STATUS;JOB_TYPE;
"HBX07A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Ni";"PM@Ni";"ug/m2*jour";"2.41157556270096";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Pb";"PM@Pb";"ug/m2*jour";"6.28014469453376";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Zn";"PM@Zn";"ug/m2*jour";"79.6322347266881";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"PM";"PM";"g/m2*jour";"7.38042604500976E-02";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"As";"PM@As";"ug/m2*jour";"1.18066720257235";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cd";"PM@Cd";"ug/m2*jour";"0.477290996784566";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cr";"PM@Cr";"ug/m2*jour";"25.8741961414791";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Ni";"PM@Ni";"ug/m2*jour";"4.01929260450161";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Pb";"PM@Pb";"ug/m2*jour";"4.27049839228296";"A";"DATA_VALIDATE_TECH";
"HBX07A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Zn";"PM@Zn";"ug/m2*jour";"67.3231511254019";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"PM";"PM";"g/m2*jour";"3.81832797428089E-02";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"As";"PM@As";"ug/m2*jour";"0.401929260450161";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"Cd";"PM@Cd";"ug/m2*jour";"0.134933394579697";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"Cr";"PM@Cr";"ug/m2*jour";"8.32567753789619";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"Ni";"PM@Ni";"ug/m2*jour";"3.73220027560864";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"Pb";"PM@Pb";"ug/m2*jour";"7.75149288011024";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/01/05 00:00";"2026/02/02 00:00";"2026/02/26";"Zn";"PM@Zn";"ug/m2*jour";"105.649977032614";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"PM";"PM";"g/m2*jour";"5.72347266881066E-02";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"As";"PM@As";"ug/m2*jour";"0.643086816720257";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"Cd";"PM@Cd";"ug/m2*jour";"9.91425509110396E-02";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"Cr";"PM@Cr";"ug/m2*jour";"16.0771704180064";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"Ni";"PM@Ni";"ug/m2*jour";"4.28724544480171";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"Pb";"PM@Pb";"ug/m2*jour";"7.77063236870311";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/02/02 00:00";"2026/03/04 00:00";"2026/03/23";"Zn";"PM@Zn";"ug/m2*jour";"90.5680600214362";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"PM";"PM";"g/m2*jour";"7.52577891118916E-02";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"As";"PM@As";"ug/m2*jour";"0.887016298924493";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"Cd";"PM@Cd";"ug/m2*jour";"0.304911852755294";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"Cr";"PM@Cr";"ug/m2*jour";"23.5613704401818";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"Ni";"PM@Ni";"ug/m2*jour";"4.98946668145027";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"Pb";"PM@Pb";"ug/m2*jour";"9.70174076948664";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/03/04 00:00";"2026/04/02 00:00";"2026/04/30";"Zn";"PM@Zn";"ug/m2*jour";"149.684000443508";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"PM";"PM";"g/m2*jour";"8.43297829582286E-02";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"As";"PM@As";"ug/m2*jour";"1.10530546623794";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Cd";"PM@Cd";"ug/m2*jour";"0.628014469453376";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Cr";"PM@Cr";"ug/m2*jour";"28.637459807074";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Ni";"PM@Ni";"ug/m2*jour";"3.76808681672026";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Pb";"PM@Pb";"ug/m2*jour";"9.54581993569132";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Zn";"PM@Zn";"ug/m2*jour";"105.255225080386";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"PM";"PM";"g/m2*jour";"5.02160369775097E-02";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"As";"PM@As";"ug/m2*jour";"0.778737942122186";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cd";"PM@Cd";"ug/m2*jour";"0.140675241157556";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cr";"PM@Cr";"ug/m2*jour";"22.6085209003215";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Ni";"PM@Ni";"ug/m2*jour";"5.02411575562701";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Pb";"PM@Pb";"ug/m2*jour";"6.02893890675241";"A";"DATA_VALIDATE_TECH";
"HBX09A";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Zn";"PM@Zn";"ug/m2*jour";"77.1201768488746";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"PM";"PM";"g/m2*jour";"4.11076616032915E-02";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"As";"PM@As";"ug/m2*jour";"0.304911852755294";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cd";"PM@Cd";"ug/m2*jour";"7.76139261558931E-02";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cr";"PM@Cr";"ug/m2*jour";"63.1999112983701";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Ni";"PM@Ni";"ug/m2*jour";"3.04911852755294";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Pb";"PM@Pb";"ug/m2*jour";"5.26665927486417";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Zn";"PM@Zn";"ug/m2*jour";"62.9227187049562";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"PM";"PM";"g/m2*jour";"6.14951768488924E-02";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"As";"PM@As";"ug/m2*jour";"0.430638493339458";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cd";"PM@Cd";"ug/m2*jour";"0.132062471290767";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cr";"PM@Cr";"ug/m2*jour";"44.7864033073036";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Ni";"PM@Ni";"ug/m2*jour";"3.44510794671566";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Pb";"PM@Pb";"ug/m2*jour";"8.32567753789619";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Zn";"PM@Zn";"ug/m2*jour";"72.3472668810289";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"PM";"PM";"g/m2*jour";"5.64459405144655E-02";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"As";"PM@As";"ug/m2*jour";"0.427049839228296";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cd";"PM@Cd";"ug/m2*jour";"7.78737942122186E-02";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cr";"PM@Cr";"ug/m2*jour";"44.463424437299";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Ni";"PM@Ni";"ug/m2*jour";"1.75844051446945";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Pb";"PM@Pb";"ug/m2*jour";"9.29461414790997";"A";"DATA_VALIDATE_TECH";
"HDF101";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Zn";"PM@Zn";"ug/m2*jour";"70.5888263665595";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"PM";"PM";"g/m2*jour";"3.52311786229029E-02";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"As";"PM@As";"ug/m2*jour";"0.304911852755294";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cd";"PM@Cd";"ug/m2*jour";"0.072070074287615";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cr";"PM@Cr";"ug/m2*jour";"58.2104446169198";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Ni";"PM@Ni";"ug/m2*jour";"1.7463133385076";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Pb";"PM@Pb";"ug/m2*jour";"3.88069630779466";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Zn";"PM@Zn";"ug/m2*jour";"87.8700521122076";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"PM";"PM";"g/m2*jour";"0.050671796049619";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"As";"PM@As";"ug/m2*jour";"0.344510794671566";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cd";"PM@Cd";"ug/m2*jour";"0.132062471290767";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cr";"PM@Cr";"ug/m2*jour";"78.6632981166743";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Ni";"PM@Ni";"ug/m2*jour";"3.15801561782269";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Pb";"PM@Pb";"ug/m2*jour";"6.02893890675241";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Zn";"PM@Zn";"ug/m2*jour";"83.8309600367478";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"PM";"PM";"g/m2*jour";"6.95840032154236E-02";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"As";"PM@As";"ug/m2*jour";"0.477290996784566";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cd";"PM@Cd";"ug/m2*jour";"0.10048231511254";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cr";"PM@Cr";"ug/m2*jour";"66.8207395498392";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Ni";"PM@Ni";"ug/m2*jour";"2.76326366559486";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Pb";"PM@Pb";"ug/m2*jour";"7.28496784565916";"A";"DATA_VALIDATE_TECH";
"HDF102";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Zn";"PM@Zn";"ug/m2*jour";"80.8882636655948";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"PM";"PM";"g/m2*jour";"4.04608788852885E-02";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"As";"PM@As";"ug/m2*jour";"0.401929260450161";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Cd";"PM@Cd";"ug/m2*jour";"0.192926045016077";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Cr";"PM@Cr";"ug/m2*jour";"84.1371918542336";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Ni";"PM@Ni";"ug/m2*jour";"2.94748124330118";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Pb";"PM@Pb";"ug/m2*jour";"6.96677384780279";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Zn";"PM@Zn";"ug/m2*jour";"120.846730975348";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"PM";"PM";"g/m2*jour";"0.047483091251826";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"As";"PM@As";"ug/m2*jour";"0.332631112096685";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cd";"PM@Cd";"ug/m2*jour";"9.70174076948664E-02";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cr";"PM@Cr";"ug/m2*jour";"59.5964075839894";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Ni";"PM@Ni";"ug/m2*jour";"1.96806741323872";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Pb";"PM@Pb";"ug/m2*jour";"6.37542964851979";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Zn";"PM@Zn";"ug/m2*jour";"53.4981705288835";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"PM";"PM";"g/m2*jour";"5.91697289848556E-02";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"As";"PM@As";"ug/m2*jour";"0.631603123564538";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cd";"PM@Cd";"ug/m2*jour";"0.275608635737253";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cr";"PM@Cr";"ug/m2*jour";"96.1759301791456";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Ni";"PM@Ni";"ug/m2*jour";"3.44510794671566";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Pb";"PM@Pb";"ug/m2*jour";"8.32567753789619";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Zn";"PM@Zn";"ug/m2*jour";"97.3242994947175";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"PM";"PM";"g/m2*jour";"7.77984324759109E-02";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"As";"PM@As";"ug/m2*jour";"0.577773311897106";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Cd";"PM@Cd";"ug/m2*jour";"0.102994372990354";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Cr";"PM@Cr";"ug/m2*jour";"111.284163987138";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Ni";"PM@Ni";"ug/m2*jour";"2.76326366559486";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Pb";"PM@Pb";"ug/m2*jour";"13.5651125401929";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Zn";"PM@Zn";"ug/m2*jour";"100.231109324759";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"PM";"PM";"g/m2*jour";"7.05888263665467E-02";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"As";"PM@As";"ug/m2*jour";"0.803858520900322";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cd";"PM@Cd";"ug/m2*jour";"0.25120578778135";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cr";"PM@Cr";"ug/m2*jour";"89.6804662379421";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Ni";"PM@Ni";"ug/m2*jour";"3.51688102893891";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Pb";"PM@Pb";"ug/m2*jour";"17.8356109324759";"A";"DATA_VALIDATE_TECH";
"HDF13";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Zn";"PM@Zn";"ug/m2*jour";"102.743167202572";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"PM";"PM";"g/m2*jour";"2.84030010718404E-02";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"As";"PM@As";"ug/m2*jour";"0.267952840300107";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Cd";"PM@Cd";"ug/m2*jour";"6.96677384780279E-02";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Cr";"PM@Cr";"ug/m2*jour";"24.3837084673098";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Ni";"PM@Ni";"ug/m2*jour";"2.59914255091104";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Pb";"PM@Pb";"ug/m2*jour";"5.35905680600214";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/01/05 00:00";"2026/02/04 00:00";"2026/02/26";"Zn";"PM@Zn";"ug/m2*jour";"88.1564844587352";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"PM";"PM";"g/m2*jour";"0.112401596629367";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"As";"PM@As";"ug/m2*jour";"0.609823705510589";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cd";"PM@Cd";"ug/m2*jour";"0.169087481982481";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Cr";"PM@Cr";"ug/m2*jour";"155.227852311786";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Ni";"PM@Ni";"ug/m2*jour";"3.60350371438075";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Pb";"PM@Pb";"ug/m2*jour";"21.3438296928706";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/02/04 00:00";"2026/03/05 00:00";"2026/03/23";"Zn";"PM@Zn";"ug/m2*jour";"149.961193036922";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"PM";"PM";"g/m2*jour";"0.122157785943935";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"As";"PM@As";"ug/m2*jour";"0.947404685346808";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cd";"PM@Cd";"ug/m2*jour";"0.344510794671566";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Cr";"PM@Cr";"ug/m2*jour";"108.807992650436";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Ni";"PM@Ni";"ug/m2*jour";"4.01929260450161";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Pb";"PM@Pb";"ug/m2*jour";"51.389526871842";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/03/05 00:00";"2026/04/02 00:00";"2026/04/30";"Zn";"PM@Zn";"ug/m2*jour";"174.83922829582";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"PM";"PM";"g/m2*jour";"0.134972869774924";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"As";"PM@As";"ug/m2*jour";"0.979702572347267";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Cd";"PM@Cd";"ug/m2*jour";"0.218549035369775";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Cr";"PM@Cr";"ug/m2*jour";"98.7238745980707";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Ni";"PM@Ni";"ug/m2*jour";"4.77290996784566";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Pb";"PM@Pb";"ug/m2*jour";"35.9224276527331";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/04/02 00:00";"2026/05/04 00:00";"2026/05/20";"Zn";"PM@Zn";"ug/m2*jour";"179.360932475884";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"PM";"PM";"g/m2*jour";"0.136153536977514";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"As";"PM@As";"ug/m2*jour";"1.33139067524116";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cd";"PM@Cd";"ug/m2*jour";"0.376808681672026";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Cr";"PM@Cr";"ug/m2*jour";"136.153536977492";"A";"DATA_VALIDATE_TECH";
"HDF14";"2026/05/04 00:00";"2026/06/05 00:00";"2026/06/29";"Ni";"PM@Ni";"ug/m2*jour";"6.02893890675241";"A";"DATA_VALIDATE_TECH";
